Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Total Reservoir System,57,,"1,309,762",,"1,003,439","2,763",,2014-03-07,75,52 ,53,17
Total system year ago,57,,,,,,,2014-03-07,75,52 ,53,17
Roosevelt Lake (Roosevelt Dam),49,"2,103.09","810,446",47.91,"842,597","1,482",0.00,2014-03-08,75,52 ,62,20
Apache Lake (Horse Mesa Dam),95,"1,909.71","233,887",4.29,"11,251",-52,0.00,2014-03-08,75,52 ,62,20
Canyon Lake (Mormon Flat Dam),95,"1,657.27","54,814",3.23,"3,038",-131,0.00,2014-03-08,75,52 ,62,20
Saguaro Lake (Stewart Mountain Dam),92,"1,524.73","64,491",4.27,"5,274",301,0.00,2014-03-08,75,52 ,62,20
Total Salt system,57,,"1,163,638",,"862,160","1,600",,2014-03-08,75,52 ,62,20
Horseshoe Lake (Horseshoe Dam),51,"2,002.62","55,300",23.38,"53,917",931,0.00,2014-03-08,75,52 ,62,20
Bartlett Lake (Bartlett Dam),52,"1,760.64","92,959",37.36,"85,227",-396,0.00,2014-03-08,75,52 ,62,20
Total Verde system,52,,"148,259",,"139,144",535,,2014-03-08,75,52 ,62,20
Total Reservoir System,57,,"1,311,897",,"1,001,304","2,135",,2014-03-08,75,52 ,62,20
Total system year ago,57,,,,,,,2014-03-08,75,52 ,62,20
Roosevelt Lake (Roosevelt Dam),49,"2,103.10","810,614",47.90,"842,429",168,0.00,2014-03-09,75,52 ,57,10
Apache Lake (Horse Mesa Dam),95,"1,909.22","232,619",4.78,"12,519","-1,268",0.00,2014-03-09,75,52 ,57,10
Canyon Lake (Mormon Flat Dam),96,"1,658.02","55,514",2.48,"2,338",700,0.00,2014-03-09,75,52 ,57,10
Saguaro Lake (Stewart Mountain Dam),93,"1,525.15","64,999",3.85,"4,766",508,0.00,2014-03-09,75,52 ,57,10
Total Salt system,57,,"1,163,746",,"862,052",108,,2014-03-09,75,52 ,57,10
Horseshoe Lake (Horseshoe Dam),51,"2,002.97","55,965",23.03,"53,252",665,0.00,2014-03-09,75,52 ,57,10
Bartlett Lake (Bartlett Dam),52,"1,760.47","92,653",37.53,"85,533",-306,0.00,2014-03-09,75,52 ,57,10
Total Verde system,52,,"148,618",,"138,785",359,,2014-03-09,75,52 ,57,10
Total Reservoir System,57,,"1,312,364",,"1,000,837",467,,2014-03-09,75,52 ,57,10
Total system year ago,58,,,,,,,2014-03-09,75,52 ,57,10
Roosevelt Lake (Roosevelt Dam),49,"2,103.20","811,957",47.80,"841,086","1,343",0.00,2014-03-10,75,53 ,32,9
Apache Lake (Horse Mesa Dam),95,"1,909.38","233,033",4.62,"12,105",414,0.00,2014-03-10,75,53 ,32,9
Canyon Lake (Mormon Flat Dam),95,"1,657.40","54,935",3.10,"2,917",-579,0.00,2014-03-10,75,53 ,32,9
Saguaro Lake (Stewart Mountain Dam),93,"1,525.30","65,181",3.70,"4,584",182,0.00,2014-03-10,75,53 ,32,9
Total Salt system,58,,"1,165,106",,"860,692","1,360",,2014-03-10,75,53 ,32,9
Horseshoe Lake (Horseshoe Dam),52,"2,003.29","56,580",22.71,"52,637",615,0.00,2014-03-10,75,53 ,32,9
Bartlett Lake (Bartlett Dam),52,"1,760.35","92,437",37.65,"85,749",-216,0.00,2014-03-10,75,53 ,32,9
Total Verde system,52,,"149,017",,"138,386",399,,2014-03-10,75,53 ,32,9
Total Reservoir System,57,,"1,314,123",,"999,078","1,759",,2014-03-10,75,53 ,32,9
Total system year ago,58,,,,,,,2014-03-10,75,53 ,32,9
Roosevelt Lake (Roosevelt Dam),49,"2,103.26","812,885",47.74,"840,158",928,0.00,2014-03-11,76,53 ,43,11
Apache Lake (Horse Mesa Dam),95,"1,909.46","233,240",4.54,"11,898",207,0.00,2014-03-11,76,53 ,43,11
Canyon Lake (Mormon Flat Dam),95,"1,657.26","54,805",3.24,"3,047",-130,0.00,2014-03-11,76,53 ,43,11
Saguaro Lake (Stewart Mountain Dam),93,"1,525.03","64,853",3.97,"4,912",-328,0.00,2014-03-11,76,53 ,43,11
Total Salt system,58,,"1,165,783",,"860,015",677,,2014-03-11,76,53 ,43,11
Horseshoe Lake (Horseshoe Dam),52,"2,003.58","57,138",22.42,"52,079",558,0.00,2014-03-11,76,53 ,43,11
Bartlett Lake (Bartlett Dam),52,"1,760.17","92,113",37.83,"86,073",-324,0.00,2014-03-11,76,53 ,43,11
Total Verde system,52,,"149,251",,"138,152",234,,2014-03-11,76,53 ,43,11
Total Reservoir System,57,,"1,315,034",,"998,167",911,,2014-03-11,76,53 ,43,11
Total system year ago,59,,,,,,,2014-03-11,76,53 ,43,11
Roosevelt Lake (Roosevelt Dam),49,"2,103.37","814,318",47.63,"838,725","1,433",0.00,2014-03-12,76,53 ,51,9
Apache Lake (Horse Mesa Dam),95,"1,909.62","233,654",4.38,"11,484",414,0.00,2014-03-12,76,53 ,51,9
Canyon Lake (Mormon Flat Dam),95,"1,657.45","54,982",3.05,"2,870",177,0.00,2014-03-12,76,53 ,51,9
Saguaro Lake (Stewart Mountain Dam),92,"1,524.72","64,479",4.28,"5,286",-374,0.00,2014-03-12,76,53 ,51,9
Total Salt system,58,,"1,167,433",,"858,365","1,650",,2014-03-12,76,53 ,51,9
Horseshoe Lake (Horseshoe Dam),53,"2,003.83","57,619",22.17,"51,598",481,0.00,2014-03-12,76,53 ,51,9
Bartlett Lake (Bartlett Dam),51,"1,759.84","91,524",38.16,"86,662",-589,0.00,2014-03-12,76,53 ,51,9
Total Verde system,52,,"149,143",,"138,260",-108,,2014-03-12,76,53 ,51,9
Total Reservoir System,57,,"1,316,576",,"996,625","1,542",,2014-03-12,76,53 ,51,9
Total system year ago,59,,,,,,,2014-03-12,76,53 ,51,9
Roosevelt Lake (Roosevelt Dam),49,"2,103.35","814,031",47.65,"839,012",-287,0.00,2014-03-13,76,53 ,36,12
Apache Lake (Horse Mesa Dam),95,"1,909.42","233,136",4.58,"12,002",-518,0.00,2014-03-13,76,53 ,36,12
Canyon Lake (Mormon Flat Dam),95,"1,657.21","54,758",3.29,"3,094",-224,0.00,2014-03-13,76,53 ,36,12
Saguaro Lake (Stewart Mountain Dam),93,"1,525.05","64,877",3.95,"4,888",398,0.00,2014-03-13,76,53 ,36,12
Total Salt system,58,,"1,166,802",,"858,996",-631,,2014-03-13,76,53 ,36,12
Horseshoe Lake (Horseshoe Dam),53,"2,004.07","58,082",21.93,"51,135",463,0.00,2014-03-13,76,53 ,36,12
Bartlett Lake (Bartlett Dam),51,"1,759.57","91,045",38.43,"87,141",-479,0.00,2014-03-13,76,53 ,36,12
Total Verde system,52,,"149,127",,"138,276",-16,,2014-03-13,76,53 ,36,12
Total Reservoir System,57,,"1,315,929",,"997,272",-647,,2014-03-13,76,53 ,36,12
Total system year ago,60,,,,,,,2014-03-13,76,53 ,36,12
Roosevelt Lake (Roosevelt Dam),49,"2,103.47","815,723",47.53,"837,320","1,692",0.00,2014-03-14,76,53 ,36,14
Apache Lake (Horse Mesa Dam),95,"1,909.53","233,421",4.47,"11,717",285,0.00,2014-03-14,76,53 ,36,14
Canyon Lake (Mormon Flat Dam),95,"1,657.68","55,196",2.82,"2,656",438,0.00,2014-03-14,76,53 ,36,14
Saguaro Lake (Stewart Mountain Dam),92,"1,524.69","64,443",4.31,"5,322",-434,0.00,2014-03-14,76,53 ,36,14
Total Salt system,58,,"1,168,783",,"857,015","1,981",,2014-03-14,76,53 ,36,14
Horseshoe Lake (Horseshoe Dam),54,"2,004.28","58,492",21.72,"50,725",410,0.00,2014-03-14,76,53 ,36,14
Bartlett Lake (Bartlett Dam),51,"1,759.22","90,424",38.78,"87,762",-621,0.00,2014-03-14,76,53 ,36,14
Total Verde system,52,,"148,916",,"138,487",-211,,2014-03-14,76,53 ,36,14
Total Reservoir System,57,,"1,317,699",,"995,502","1,770",,2014-03-14,76,53 ,36,14
Total system year ago,60,,,,,,,2014-03-14,76,53 ,36,14
Roosevelt Lake (Roosevelt Dam),49,"2,103.50","816,188",47.50,"836,855",465,0.10,2014-03-15,77,53 ,40,15
Apache Lake (Horse Mesa Dam),95,"1,909.46","233,240",4.54,"11,898",-181,0.00,2014-03-15,77,53 ,40,15
Canyon Lake (Mormon Flat Dam),95,"1,657.68","55,196",2.82,"2,656",0,0.00,2014-03-15,77,53 ,40,15
Saguaro Lake (Stewart Mountain Dam),93,"1,524.85","64,635",4.15,"5,130",192,0.00,2014-03-15,77,53 ,40,15
Total Salt system,58,,"1,169,259",,"856,539",476,,2014-03-15,77,53 ,40,15
Horseshoe Lake (Horseshoe Dam),54,"2,004.48","58,882",21.52,"50,335",390,0.00,2014-03-15,77,53 ,40,15
Bartlett Lake (Bartlett Dam),50,"1,758.93","89,911",39.07,"88,275",-513,0.00,2014-03-15,77,53 ,40,15
Total Verde system,52,,"148,793",,"138,610",-123,,2014-03-15,77,53 ,40,15
Total Reservoir System,57,,"1,318,052",,"995,149",353,,2014-03-15,77,53 ,40,15
Total system year ago,60,,,,,,,2014-03-15,77,53 ,40,15
Roosevelt Lake (Roosevelt Dam),49,"2,103.60","817,611",47.40,"835,432","1,423",0.00,2014-03-16,77,54 ,61,4
Apache Lake (Horse Mesa Dam),95,"1,909.63","233,680",4.37,"11,458",440,0.00,2014-03-16,77,54 ,61,4
Canyon Lake (Mormon Flat Dam),95,"1,657.51","55,038",2.99,"2,814",-158,0.00,2014-03-16,77,54 ,61,4
Saguaro Lake (Stewart Mountain Dam),92,"1,524.52","64,238",4.48,"5,527",-397,0.00,2014-03-16,77,54 ,61,4
Total Salt system,58,,"1,170,567",,"855,231","1,308",,2014-03-16,77,54 ,61,4
Horseshoe Lake (Horseshoe Dam),54,"2,004.67","59,253",21.33,"49,964",371,0.00,2014-03-16,77,54 ,61,4
Bartlett Lake (Bartlett Dam),50,"1,758.59","89,316",39.41,"88,870",-595,0.00,2014-03-16,77,54 ,61,4
Total Verde system,52,,"148,569",,"138,834",-224,,2014-03-16,77,54 ,61,4
Total Reservoir System,57,,"1,319,136",,"994,065","1,084",,2014-03-16,77,54 ,61,4
Total system year ago,61,,,,,,,2014-03-16,77,54 ,61,4
Roosevelt Lake (Roosevelt Dam),49,"2,103.62","817,901",47.38,"835,142",290,0.00,2014-03-17,77,54 ,23,6
Apache Lake (Horse Mesa Dam),95,"1,909.54","233,447",4.46,"11,691",-233,0.00,2014-03-17,77,54 ,23,6
Canyon Lake (Mormon Flat Dam),95,"1,657.30","54,842",3.20,"3,010",-196,0.00,2014-03-17,77,54 ,23,6
Saguaro Lake (Stewart Mountain Dam),93,"1,524.85","64,635",4.15,"5,130",397,0.00,2014-03-17,77,54 ,23,6
Total Salt system,58,,"1,170,825",,"854,973",258,,2014-03-17,77,54 ,23,6
Horseshoe Lake (Horseshoe Dam),55,"2,004.86","59,623",21.14,"49,594",370,0.00,2014-03-17,77,54 ,23,6
Bartlett Lake (Bartlett Dam),50,"1,758.29","88,791",39.71,"89,395",-525,0.00,2014-03-17,77,54 ,23,6
Total Verde system,52,,"148,414",,"138,989",-155,,2014-03-17,77,54 ,23,6
Total Reservoir System,57,,"1,319,239",,"993,962",103,,2014-03-17,77,54 ,23,6
Total system year ago,61,,,,,,,2014-03-17,77,54 ,23,6
Roosevelt Lake (Roosevelt Dam),49,"2,103.65","818,226",47.35,"834,817",325,0.00,2014-03-18,77,54 ,35,5
Apache Lake (Horse Mesa Dam),95,"1,909.71","233,887",4.29,"11,251",440,0.00,2014-03-18,77,54 ,35,5
Canyon Lake (Mormon Flat Dam),96,"1,657.84","55,346",2.66,"2,506",504,0.00,2014-03-18,77,54 ,35,5
Saguaro Lake (Stewart Mountain Dam),92,"1,524.26","63,925",4.74,"5,840",-710,0.00,2014-03-18,77,54 ,35,5
Total Salt system,58,,"1,171,384",,"854,414",559,,2014-03-18,77,54 ,35,5
Horseshoe Lake (Horseshoe Dam),55,"2,005.06","60,016",20.94,"49,201",393,0.00,2014-03-18,77,54 ,35,5
Bartlett Lake (Bartlett Dam),49,"1,757.93","88,163",40.07,"90,023",-628,0.00,2014-03-18,77,54 ,35,5
Total Verde system,52,,"148,179",,"139,224",-235,,2014-03-18,77,54 ,35,5
Total Reservoir System,57,,"1,319,563",,"993,638",324,,2014-03-18,77,54 ,35,5
Total system year ago,61,,,,,,,2014-03-18,77,54 ,35,5
Roosevelt Lake (Roosevelt Dam),50,"2,103.72","819,236",47.28,"833,807","1,010",0.00,2014-03-19,78,54 ,20,4
Apache Lake (Horse Mesa Dam),95,"1,909.72","233,913",4.28,"11,225",26,0.00,2014-03-19,78,54 ,20,4
Canyon Lake (Mormon Flat Dam),95,"1,657.44","54,972",3.06,"2,880",-374,0.00,2014-03-19,78,54 ,20,4
Saguaro Lake (Stewart Mountain Dam),92,"1,524.32","63,997",4.68,"5,768",72,0.00,2014-03-19,78,54 ,20,4
Total Salt system,58,,"1,172,118",,"853,680",734,,2014-03-19,78,54 ,20,4
Horseshoe Lake (Horseshoe Dam),55,"2,005.21","60,313",20.79,"48,904",297,0.00,2014-03-19,78,54 ,20,4
Bartlett Lake (Bartlett Dam),49,"1,757.51","87,437",40.49,"90,749",-726,0.00,2014-03-19,78,54 ,20,4
Total Verde system,51,,"147,750",,"139,653",-429,,2014-03-19,78,54 ,20,4
Total Reservoir System,57,,"1,319,868",,"993,333",305,,2014-03-19,78,54 ,20,4
Total system year ago,61,,,,,,,2014-03-19,78,54 ,20,4
Roosevelt Lake (Roosevelt Dam),50,"2,103.76","819,858",47.24,"833,185",622,0.00,2014-03-20,78,54 ,26,6
Apache Lake (Horse Mesa Dam),95,"1,909.57","233,524",4.43,"11,614",-389,0.00,2014-03-20,78,54 ,26,6
Canyon Lake (Mormon Flat Dam),95,"1,657.43","54,963",3.07,"2,889",-9,0.00,2014-03-20,78,54 ,26,6
Saguaro Lake (Stewart Mountain Dam),92,"1,524.48","64,190",4.52,"5,575",193,0.00,2014-03-20,78,54 ,26,6
Total Salt system,58,,"1,172,535",,"853,263",417,,2014-03-20,78,54 ,26,6
Horseshoe Lake (Horseshoe Dam),56,"2,005.53","60,949",20.47,"48,268",636,0.00,2014-03-20,78,54 ,26,6
Bartlett Lake (Bartlett Dam),49,"1,757.05","86,642",40.95,"91,544",-795,0.00,2014-03-20,78,54 ,26,6
Total Verde system,51,,"147,591",,"139,812",-159,,2014-03-20,78,54 ,26,6
Total Reservoir System,57,,"1,320,126",,"993,075",258,,2014-03-20,78,54 ,26,6
Total system year ago,62,,,,,,,2014-03-20,78,54 ,26,6
Roosevelt Lake (Roosevelt Dam),50,"2,103.80","820,442",47.20,"832,601",584,0.00,2014-03-21,78,54 ,30,6
Apache Lake (Horse Mesa Dam),95,"1,909.60","233,602",4.40,"11,536",78,0.00,2014-03-21,78,54 ,30,6
Canyon Lake (Mormon Flat Dam),94,"1,656.79","54,367",3.71,"3,485",-596,0.00,2014-03-21,78,54 ,30,6
Saguaro Lake (Stewart Mountain Dam),93,"1,524.96","64,768",4.04,"4,997",578,0.00,2014-03-21,78,54 ,30,6
Total Salt system,58,,"1,173,179",,"852,619",644,,2014-03-21,78,54 ,30,6
Horseshoe Lake (Horseshoe Dam),56,"2,005.63","61,147",20.37,"48,070",198,0.00,2014-03-21,78,54 ,30,6
Bartlett Lake (Bartlett Dam),48,"1,756.59","85,857",41.41,"92,329",-785,0.00,2014-03-21,78,54 ,30,6
Total Verde system,51,,"147,004",,"140,399",-587,,2014-03-21,78,54 ,30,6
Total Reservoir System,57,,"1,320,183",,"993,018",57,,2014-03-21,78,54 ,30,6
Total system year ago,62,,,,,,,2014-03-21,78,54 ,30,6
Roosevelt Lake (Roosevelt Dam),50,"2,103.83","820,833",47.17,"832,210",391,0.00,2014-03-22,78,55 ,36,9
Apache Lake (Horse Mesa Dam),96,"1,909.80","234,120",4.20,"11,018",518,0.00,2014-03-22,78,55 ,36,9
Canyon Lake (Mormon Flat Dam),95,"1,657.28","54,823",3.22,"3,029",456,0.00,2014-03-22,78,55 ,36,9
Saguaro Lake (Stewart Mountain Dam),91,"1,524.15","63,793",4.85,"5,972",-975,0.00,2014-03-22,78,55 ,36,9
Total Salt system,58,,"1,173,569",,"852,229",390,,2014-03-22,78,55 ,36,9
Horseshoe Lake (Horseshoe Dam),56,"2,005.80","61,484",20.20,"47,733",337,0.00,2014-03-22,78,55 ,36,9
Bartlett Lake (Bartlett Dam),48,"1,756.09","85,005",41.91,"93,181",-852,0.00,2014-03-22,78,55 ,36,9
Total Verde system,51,,"146,489",,"140,914",-515,,2014-03-22,78,55 ,36,9
Total Reservoir System,57,,"1,320,058",,"993,143",-125,,2014-03-22,78,55 ,36,9
Total system year ago,62,,,,,,,2014-03-22,78,55 ,36,9
Roosevelt Lake (Roosevelt Dam),50,"2,103.89","821,609",47.11,"831,434",776,0.00,2014-03-23,79,55 ,37,10
Apache Lake (Horse Mesa Dam),96,"1,909.80","234,120",4.20,"11,018",0,0.00,2014-03-23,79,55 ,37,10
Canyon Lake (Mormon Flat Dam),94,"1,657.02","54,581",3.48,"3,271",-242,0.00,2014-03-23,79,55 ,37,10
Saguaro Lake (Stewart Mountain Dam),92,"1,524.42","64,118",4.58,"5,647",325,0.00,2014-03-23,79,55 ,37,10
Total Salt system,58,,"1,174,428",,"851,370",859,,2014-03-23,79,55 ,37,10
Horseshoe Lake (Horseshoe Dam),57,"2,005.98","61,842",20.02,"47,375",358,0.00,2014-03-23,79,55 ,37,10
Bartlett Lake (Bartlett Dam),47,"1,755.71","84,364",42.29,"93,822",-641,0.00,2014-03-23,79,55 ,37,10
Total Verde system,51,,"146,206",,"141,197",-283,,2014-03-23,79,55 ,37,10
Total Reservoir System,57,,"1,320,634",,"992,567",576,,2014-03-23,79,55 ,37,10
Total system year ago,62,,,,,,,2014-03-23,79,55 ,37,10
Roosevelt Lake (Roosevelt Dam),50,"2,103.92","822,095",47.08,"830,948",486,0.00,2014-03-24,79,55 ,36,9
Apache Lake (Horse Mesa Dam),95,"1,909.02","232,102",4.98,"13,036","-2,018",0.00,2014-03-24,79,55 ,36,9
Canyon Lake (Mormon Flat Dam),95,"1,657.26","54,805",3.24,"3,047",224,0.00,2014-03-24,79,55 ,36,9
Saguaro Lake (Stewart Mountain Dam),94,"1,525.78","65,765",3.22,"4,000","1,647",0.00,2014-03-24,79,55 ,36,9
Total Salt system,58,,"1,174,767",,"851,031",339,,2014-03-24,79,55 ,36,9
Horseshoe Lake (Horseshoe Dam),57,"2,006.15","62,185",19.85,"47,032",343,0.00,2014-03-24,79,55 ,36,9
Bartlett Lake (Bartlett Dam),47,"1,755.31","83,692",42.69,"94,494",-672,0.00,2014-03-24,79,55 ,36,9
Total Verde system,51,,"145,877",,"141,526",-329,,2014-03-24,79,55 ,36,9
Total Reservoir System,57,,"1,320,644",,"992,557",10,,2014-03-24,79,55 ,36,9
Total system year ago,62,,,,,,,2014-03-24,79,55 ,36,9
Roosevelt Lake (Roosevelt Dam),50,"2,103.96","822,601",47.04,"830,442",506,0.00,2014-03-25,79,55 ,39,9
Apache Lake (Horse Mesa Dam),95,"1,909.13","232,386",4.87,"12,752",284,0.00,2014-03-25,79,55 ,39,9
Canyon Lake (Mormon Flat Dam),95,"1,657.18","54,730",3.32,"3,122",-75,0.00,2014-03-25,79,55 ,39,9
Saguaro Lake (Stewart Mountain Dam),94,"1,525.56","65,498",3.44,"4,267",-267,0.00,2014-03-25,79,55 ,39,9
Total Salt system,58,,"1,175,215",,"850,583",448,,2014-03-25,79,55 ,39,9
Horseshoe Lake (Horseshoe Dam),57,"2,006.32","62,529",19.68,"46,688",344,0.00,2014-03-25,79,55 ,39,9
Bartlett Lake (Bartlett Dam),47,"1,754.94","83,072",43.06,"95,114",-620,0.00,2014-03-25,79,55 ,39,9
Total Verde system,51,,"145,601",,"141,802",-276,,2014-03-25,79,55 ,39,9
Total Reservoir System,57,,"1,320,816",,"992,385",172,,2014-03-25,79,55 ,39,9
Total system year ago,62,,,,,,,2014-03-25,79,55 ,39,9
Roosevelt Lake (Roosevelt Dam),50,"2,104.02","823,469",46.98,"829,574",868,0.00,2014-03-26,79,55 ,32,8
Apache Lake (Horse Mesa Dam),95,"1,909.49","233,318",4.51,"11,820",932,0.00,2014-03-26,79,55 ,32,8
Canyon Lake (Mormon Flat Dam),94,"1,656.98","54,543",3.52,"3,309",-187,0.00,2014-03-26,79,55 ,32,8
Saguaro Lake (Stewart Mountain Dam),93,"1,525.00","64,816",4.00,"4,949",-682,0.00,2014-03-26,79,55 ,32,8
Total Salt system,58,,"1,176,146",,"849,652",931,,2014-03-26,79,55 ,32,8
Horseshoe Lake (Horseshoe Dam),57,"2,006.41","62,711",19.59,"46,506",182,0.00,2014-03-26,79,55 ,32,8
Bartlett Lake (Bartlett Dam),46,"1,754.49","82,326",43.51,"95,860",-746,0.00,2014-03-26,79,55 ,32,8
Total Verde system,50,,"145,037",,"142,366",-564,,2014-03-26,79,55 ,32,8
Total Reservoir System,57,,"1,321,183",,"992,018",367,,2014-03-26,79,55 ,32,8
Total system year ago,62,,,,,,,2014-03-26,79,55 ,32,8
Roosevelt Lake (Roosevelt Dam),50,"2,104.01","823,292",46.99,"829,751",-177,0.00,2014-03-27,80,55 ,36,16
Apache Lake (Horse Mesa Dam),95,"1,909.46","233,240",4.54,"11,898",-78,0.00,2014-03-27,80,55 ,36,16
Canyon Lake (Mormon Flat Dam),95,"1,657.43","54,963",3.07,"2,889",420,0.00,2014-03-27,80,55 ,36,16
Saguaro Lake (Stewart Mountain Dam),92,"1,524.60","64,334",4.40,"5,431",-482,0.00,2014-03-27,80,55 ,36,16
Total Salt system,58,,"1,175,829",,"849,969",-317,,2014-03-27,80,55 ,36,16
Horseshoe Lake (Horseshoe Dam),58,"2,006.60","63,095",19.40,"46,122",384,0.00,2014-03-27,80,55 ,36,16
Bartlett Lake (Bartlett Dam),46,"1,754.00","81,515",44.00,"96,671",-811,0.00,2014-03-27,80,55 ,36,16
Total Verde system,50,,"144,610",,"142,793",-427,,2014-03-27,80,55 ,36,16
Total Reservoir System,57,,"1,320,439",,"992,762",-744,,2014-03-27,80,55 ,36,16
Total system year ago,62,,,,,,,2014-03-27,80,55 ,36,16
Roosevelt Lake (Roosevelt Dam),50,"2,104.04","823,759",46.96,"829,284",467,0.00,2014-03-28,80,56 ,51,23
Apache Lake (Horse Mesa Dam),95,"1,909.28","232,774",4.72,"12,364",-466,0.00,2014-03-28,80,56 ,51,23
Canyon Lake (Mormon Flat Dam),96,"1,657.88","55,383",2.62,"2,469",420,0.00,2014-03-28,80,56 ,51,23
Saguaro Lake (Stewart Mountain Dam),92,"1,524.68","64,431",4.32,"5,334",97,0.00,2014-03-28,80,56 ,51,23
Total Salt system,58,,"1,176,347",,"849,451",518,,2014-03-28,80,56 ,51,23
Horseshoe Lake (Horseshoe Dam),58,"2,006.67","63,236",19.33,"45,981",141,0.00,2014-03-28,80,56 ,51,23
Bartlett Lake (Bartlett Dam),45,"1,753.49","80,682",44.51,"97,504",-833,0.00,2014-03-28,80,56 ,51,23
Total Verde system,50,,"143,918",,"143,485",-692,,2014-03-28,80,56 ,51,23
Total Reservoir System,57,,"1,320,265",,"992,936",-174,,2014-03-28,80,56 ,51,23
Total system year ago,62,,,,,,,2014-03-28,80,56 ,51,23
Roosevelt Lake (Roosevelt Dam),50,"2,104.05","823,903",46.95,"829,140",144,0.00,2014-03-29,80,56 ,47,14
Apache Lake (Horse Mesa Dam),95,"1,909.17","232,490",4.83,"12,648",-284,0.00,2014-03-29,80,56 ,47,14
Canyon Lake (Mormon Flat Dam),96,"1,658.02","55,514",2.48,"2,338",131,0.00,2014-03-29,80,56 ,47,14
Saguaro Lake (Stewart Mountain Dam),92,"1,524.75","64,515",4.25,"5,250",84,0.00,2014-03-29,80,56 ,47,14
Total Salt system,58,,"1,176,422",,"849,376",75,,2014-03-29,80,56 ,47,14
Horseshoe Lake (Horseshoe Dam),58,"2,006.80","63,499",19.20,"45,718",263,0.00,2014-03-29,80,56 ,47,14
Bartlett Lake (Bartlett Dam),45,"1,752.90","79,722",45.10,"98,464",-960,0.00,2014-03-29,80,56 ,47,14
Total Verde system,50,,"143,221",,"144,182",-697,,2014-03-29,80,56 ,47,14
Total Reservoir System,57,,"1,319,643",,"993,558",-622,,2014-03-29,80,56 ,47,14
Total system year ago,62,,,,,,,2014-03-29,80,56 ,47,14
Roosevelt Lake (Roosevelt Dam),50,"2,104.09","824,476",46.91,"828,567",573,0.00,2014-03-30,81,56 ,40,8
Apache Lake (Horse Mesa Dam),95,"1,909.55","233,473",4.45,"11,665",983,0.00,2014-03-30,81,56 ,40,8
Canyon Lake (Mormon Flat Dam),95,"1,657.52","55,047",2.98,"2,805",-467,0.00,2014-03-30,81,56 ,40,8
Saguaro Lake (Stewart Mountain Dam),92,"1,524.38","64,070",4.62,"5,695",-445,0.00,2014-03-30,81,56 ,40,8
Total Salt system,58,,"1,177,066",,"848,732",644,,2014-03-30,81,56 ,40,8
Horseshoe Lake (Horseshoe Dam),58,"2,006.94","63,782",19.06,"45,435",283,0.00,2014-03-30,81,56 ,40,8
Bartlett Lake (Bartlett Dam),44,"1,752.41","78,934",45.59,"99,252",-788,0.00,2014-03-30,81,56 ,40,8
Total Verde system,50,,"142,716",,"144,687",-505,,2014-03-30,81,56 ,40,8
Total Reservoir System,57,,"1,319,782",,"993,419",139,,2014-03-30,81,56 ,40,8
Total system year ago,62,,,,,,,2014-03-30,81,56 ,40,8
Roosevelt Lake (Roosevelt Dam),50,"2,104.11","824,800",46.89,"828,243",324,0.00,2014-03-31,81,56 ,30,10
Apache Lake (Horse Mesa Dam),95,"1,908.92","231,844",5.08,"13,294","-1,629",0.00,2014-03-31,81,56 ,30,10
Canyon Lake (Mormon Flat Dam),95,"1,657.73","55,243",2.77,"2,609",196,0.00,2014-03-31,81,56 ,30,10
Saguaro Lake (Stewart Mountain Dam),94,"1,525.50","65,425",3.50,"4,340","1,355",0.00,2014-03-31,81,56 ,30,10
Total Salt system,58,,"1,177,312",,"848,486",246,,2014-03-31,81,56 ,30,10
Horseshoe Lake (Horseshoe Dam),59,"2,007.06","64,027",18.94,"45,190",245,0.00,2014-03-31,81,56 ,30,10
Bartlett Lake (Bartlett Dam),44,"1,751.97","78,227",46.03,"99,959",-707,0.00,2014-03-31,81,56 ,30,10
Total Verde system,49,,"142,254",,"145,149",-462,,2014-03-31,81,56 ,30,10
Total Reservoir System,57,,"1,319,566",,"993,635",-216,,2014-03-31,81,56 ,30,10
Total system year ago,63,,,,,,,2014-03-31,81,56 ,30,10
Roosevelt Lake (Roosevelt Dam),50,"2,104.17","825,642",46.83,"827,401",842,0.00,2014-04-01,81,56 ,38,6
Apache Lake (Horse Mesa Dam),95,"1,908.89","231,767",5.11,"13,371",-77,0.00,2014-04-01,81,56 ,38,6
Canyon Lake (Mormon Flat Dam),96,"1,657.88","55,383",2.62,"2,469",140,0.00,2014-04-01,81,56 ,38,6
Saguaro Lake (Stewart Mountain Dam),93,"1,525.31","65,193",3.69,"4,572",-232,0.00,2014-04-01,81,56 ,38,6
Total Salt system,58,,"1,177,985",,"847,813",673,,2014-04-01,81,56 ,38,6
Horseshoe Lake (Horseshoe Dam),59,"2,007.18","64,274",18.82,"44,943",247,0.00,2014-04-01,81,56 ,38,6
Bartlett Lake (Bartlett Dam),44,"1,751.56","77,578",46.44,"100,608",-649,0.00,2014-04-01,81,56 ,38,6
Total Verde system,49,,"141,852",,"145,551",-402,,2014-04-01,81,56 ,38,6
Total Reservoir System,57,,"1,319,837",,"993,364",271,,2014-04-01,81,56 ,38,6
Total system year ago,63,,,,,,,2014-04-01,81,56 ,38,6
